image_id,split,fg_ratio,n_components,component_id,area,width,height,bbox_left,bbox_top,bbox_right,bbox_bottom,aspect_ratio,perimeter,circularity,solidity
004344,train,0.1822,4,2,1082,9,199,106,1,115,200,0.0452,408.49,0.081486,0.986776
004344,train,0.1822,4,3,1410,26,76,12,78,38,154,0.3421,175.3,0.576611,0.999646
004344,train,0.1822,4,4,1384,28,72,158,82,186,154,0.3889,175.88,0.562214,0.950876
004340,train,0.151675,6,1,3547,23,200,166,0,189,200,0.115,441.6,0.228569,0.947003
004340,train,0.151675,6,2,714,7,199,193,1,200,200,0.0352,404.49,0.054841,1.127962
004340,train,0.151675,6,3,621,36,27,11,29,47,56,1.3333,96.81,0.832627,1.024752
004340,train,0.151675,6,4,397,44,17,38,88,82,105,2.5882,102.18,0.477789,0.991261
004340,train,0.151675,6,5,520,28,24,89,176,117,200,1.1667,89.46,0.816574,1.060143
004340,train,0.151675,6,6,268,21,20,40,180,61,200,1.05,68.04,0.727437,1.044834
004339,train,0.20425,6,1,236,5,61,59,0,64,61,0.082,126.73,0.184662,1.137349
004339,train,0.20425,6,2,5563,33,199,122,1,155,200,0.1658,532.63,0.246418,0.969333
004339,train,0.20425,6,3,77,5,24,52,8,57,32,0.2083,49.31,0.397892,1.175573
004339,train,0.20425,6,4,55,4,17,35,19,39,36,0.2353,35.66,0.543609,1.375
004339,train,0.20425,6,5,82,5,29,186,21,191,50,0.1724,59.31,0.292896,1.163121
004339,train,0.20425,6,6,2157,42,72,14,112,56,184,0.5833,194.95,0.713179,0.985381
004345,train,0.189325,3,1,3294,20,200,50,0,70,200,0.1,436.38,0.217367,0.943704
004345,train,0.189325,3,2,1433,11,199,79,1,90,200,0.0553,413.31,0.105414,0.981171
004345,train,0.189325,3,3,2846,64,87,132,101,196,188,0.7356,245.28,0.594461,0.942852
004346,train,0.14705,4,1,3257,25,199,107,1,132,200,0.1256,447.25,0.204606,0.833952
004346,train,0.14705,4,2,1467,29,81,28,17,57,98,0.358,193.44,0.492667,0.94129
004346,train,0.14705,4,3,758,7,169,146,31,153,200,0.0414,346.49,0.079343,1.021563
004346,train,0.14705,4,4,400,26,22,29,113,55,135,1.1818,76.77,0.852888,1.030928
004348,train,0.112625,2,1,3113,25,199,69,1,94,200,0.1256,475.97,0.172678,0.771882
004348,train,0.112625,2,2,1392,26,77,155,82,181,159,0.3377,181.3,0.532195,0.942451
004347,train,0.2078,3,1,3309,40,196,139,4,179,200,0.2041,462.59,0.194316,0.686657
004347,train,0.2078,3,2,1057,32,41,21,16,53,57,0.7805,123.25,0.874333,1.027211
004347,train,0.2078,3,3,3946,81,73,11,126,92,199,1.1096,255.28,0.760915,0.969057
004350,train,0.2307,3,1,3646,43,197,137,3,180,200,0.2183,465.08,0.211824,0.684374
004350,train,0.2307,3,2,566,31,27,0,6,31,33,1.1481,92.08,0.838813,1.025362
004350,train,0.2307,3,3,5016,73,143,10,56,83,199,0.5105,450.43,0.310675,0.67365
004349,train,0.196975,3,1,3329,25,198,160,1,185,199,0.1263,462.21,0.195816,0.798417
004349,train,0.196975,3,2,3882,60,122,3,46,63,168,0.4918,310.09,0.507328,0.840351
004349,train,0.196975,3,3,668,31,32,83,79,114,111,0.9688,96.81,0.895644,1.040498
004351,train,0.120625,5,1,1381,43,55,153,7,196,62,0.7818,158.61,0.689829,1.012092
004351,train,0.120625,5,2,42,3,17,37,35,40,52,0.1765,35.41,0.420827,1.527273
004351,train,0.120625,5,3,2723,42,155,74,45,116,200,0.271,364.21,0.257963,0.73784
004351,train,0.120625,5,4,332,5,97,136,102,141,199,0.0515,197.07,0.107424,1.131175
004351,train,0.120625,5,5,347,9,48,161,131,170,179,0.1875,103.56,0.406617,1.105096
004352,train,0.2299,3,1,5545,30,199,25,1,55,200,0.1508,451.07,0.342469,1.023724
004352,train,0.2299,3,2,3314,41,139,128,1,169,140,0.295,336.79,0.367142,0.886096
004352,train,0.2299,3,3,337,16,30,138,147,154,177,0.5333,72.77,0.799724,1.054773
004353,train,0.270275,4,1,5541,34,200,146,0,180,200,0.17,569.46,0.214723,0.946047
004353,train,0.270275,4,2,588,28,29,6,7,34,36,0.9655,92.43,0.864958,1.02439
004353,train,0.270275,4,3,3857,75,93,14,56,89,149,0.8065,329.76,0.445709,0.790612
004353,train,0.270275,4,4,825,30,45,22,155,52,200,0.6667,125.15,0.661869,0.939101
004357,train,0.226325,4,1,3537,21,200,23,0,44,200,0.105,435.7,0.234138,0.9553
004357,train,0.226325,4,2,1472,10,200,54,0,64,200,0.05,412.49,0.108718,1.046569
004357,train,0.226325,4,3,3674,44,140,141,1,185,141,0.3143,338.89,0.401995,0.889696
004357,train,0.226325,4,4,370,17,26,153,149,170,175,0.6538,74.38,0.840318,1.063218
004358,train,0.143175,3,1,3627,21,199,83,1,104,200,0.1055,433.8,0.242203,0.976181
004358,train,0.143175,3,2,1292,9,200,115,0,124,200,0.045,410.49,0.096356,1.055987
004358,train,0.143175,3,3,808,30,37,163,47,193,84,0.8108,107.74,0.874715,1.029955
004356,train,0.3395,4,1,3746,21,199,144,1,165,200,0.1055,436.38,0.247194,0.995482
004356,train,0.3395,4,2,1697,12,199,173,1,185,200,0.0603,413.9,0.124481,1.031611
004356,train,0.3395,4,3,5659,56,192,7,8,63,200,0.2917,469.46,0.322661,0.730523
004356,train,0.3395,4,4,2478,50,90,64,9,114,99,0.5556,242.02,0.53161,0.936685
004361,train,0.14205,3,1,3355,37,181,83,19,120,200,0.2044,425.68,0.232666,0.736553
004361,train,0.14205,3,2,966,44,30,14,29,58,59,1.4667,121.74,0.819067,1.022763
004361,train,0.14205,3,3,1361,34,51,10,125,44,176,0.6667,141.98,0.848392,1.020622
004359,train,0.275775,3,1,6955,44,198,18,1,62,199,0.2222,485.34,0.371038,0.908082
004359,train,0.275775,3,2,3418,21,195,108,5,129,200,0.1077,416.28,0.247857,1.016506
004359,train,0.275775,3,3,658,8,143,142,57,150,200,0.0559,293.31,0.096111,1.059581
004360,train,0.275825,5,1,3444,24,198,21,2,45,200,0.1212,440.47,0.223072,0.904531
004360,train,0.275825,5,2,5785,56,185,94,14,150,199,0.3027,462.19,0.340307,0.744482
004360,train,0.275825,5,3,1089,34,60,166,33,200,93,0.5667,160.57,0.530783,1.001379
004360,train,0.275825,5,4,652,8,143,58,57,66,200,0.0559,292.73,0.095616,1.023548
004360,train,0.275825,5,5,63,9,12,161,101,170,113,0.75,32.73,0.739118,1.155963
004355,train,0.2209,5,1,3568,23,199,77,1,100,200,0.1156,435.56,0.236345,0.958496
004355,train,0.2209,5,2,1801,12,200,105,0,117,200,0.06,416.49,0.130474,1.070431
004355,train,0.2209,5,3,1124,33,42,0,5,33,47,0.7857,127.84,0.864248,1.018577
004355,train,0.2209,5,4,1193,33,46,158,75,191,121,0.7174,131.15,0.871535,1.016617
004355,train,0.2209,5,5,1150,33,45,11,140,44,185,0.7333,128.57,0.874255,1.022677
004363,train,0.12315,4,1,493,5,165,63,1,68,166,0.0303,332.49,0.056042,1.100446
004363,train,0.12315,4,2,3171,19,199,80,1,99,200,0.0955,427.9,0.217632,1.015532
004363,train,0.12315,4,3,389,6,73,175,1,181,74,0.0822,151.07,0.214189,1.177005
004363,train,0.12315,4,4,873,29,39,166,151,195,190,0.7436,113.25,0.855285,1.028874
004366,train,0.201225,3,1,2000,13,200,114,0,127,200,0.065,418.49,0.143509,1.025378
004366,train,0.201225,3,2,1590,12,199,125,1,137,200,0.0603,413.31,0.116963,1.023495
004366,train,0.201225,3,3,4459,66,107,8,38,74,145,0.6168,287.52,0.677806,0.996982
004362,train,0.17495,6,1,1302,13,198,60,1,73,199,0.0657,418.63,0.093361,0.754127
004362,train,0.17495,6,2,361,9,76,24,14,33,90,0.1184,158.28,0.181068,0.929215
004362,train,0.17495,6,3,3310,47,126,143,47,190,173,0.373,340.74,0.358265,0.719018
004362,train,0.17495,6,4,103,8,29,11,49,19,78,0.2759,61.8,0.33891,1.125683
004362,train,0.17495,6,5,1793,23,123,0,77,23,200,0.187,278.63,0.29023,1.001676
004362,train,0.17495,6,6,129,8,54,29,110,37,164,0.1481,114.63,0.123374,0.710744
004367,train,0.191175,4,1,1981,13,199,42,0,55,199,0.0653,415.9,0.143919,1.021134
004367,train,0.191175,4,2,1589,11,199,54,1,65,200,0.0553,412.49,0.117359,1.027814
004367,train,0.191175,4,3,1084,31,45,164,7,195,52,0.6889,127.5,0.837985,1.026515
004367,train,0.191175,4,4,2993,65,89,132,100,197,189,0.7303,253.04,0.587422,0.924622
004365,train,0.238625,4,1,1987,13,199,82,1,95,200,0.0653,416.49,0.143949,1.023172
004365,train,0.238625,4,2,1592,12,199,94,1,106,200,0.0603,413.9,0.116779,0.977587
004365,train,0.238625,4,3,3360,41,138,151,21,192,159,0.2971,326.21,0.396789,0.877743
004365,train,0.238625,4,4,2606,48,93,2,81,50,174,0.5161,245.2,0.5447,0.94626
004364,train,0.184625,6,1,240,8,49,112,1,120,50,0.1633,146.49,0.140551,0.923077
004364,train,0.184625,6,2,33,4,9,136,1,140,10,0.4444,21.41,0.904315,1.466667
004364,train,0.184625,6,3,3074,18,200,151,0,169,200,0.09,475.31,0.170983,0.991133
004364,train,0.184625,6,4,673,26,32,15,12,41,44,0.8125,98.53,0.871195,1.031418
004364,train,0.184625,6,5,706,6,177,133,22,139,199,0.0339,359.66,0.068586,1.074581
004364,train,0.184625,6,6,2659,41,84,18,60,59,144,0.4881,231.54,0.623275,0.941572
004369,train,0.18355,3,1,1691,13,199,140,1,153,200,0.0653,414.73,0.123545,1.019903
004369,train,0.18355,3,2,1685,11,199,151,1,162,200,0.0553,412.49,0.124449,1.029322
004369,train,0.18355,3,3,3966,104,132,5,35,109,167,0.7879,438.43,0.259272,0.536816
004354,train,0.203575,13,1,5822,41,200,26,0,67,200,0.205,808.08,0.112039,0.808274
004354,train,0.203575,13,2,1127,34,43,161,10,195,53,0.7907,129.5,0.844522,1.018067
004354,train,0.203575,13,3,29,4,13,131,76,135,89,0.3077,27.66,0.476434,1.318182
004354,train,0.203575,13,4,507,16,49,117,90,133,139,0.3265,151.46,0.277745,0.858594
004354,train,0.203575,13,5,156,6,40,156,93,162,133,0.15,83.9,0.278494,1.122302
004354,train,0.203575,13,6,7,1,7,153,97,154,104,0.1429,12.0,0.610865,0
004354,train,0.203575,13,7,109,6,32,167,98,173,130,0.1875,66.73,0.307625,1.033175
004354,train,0.203575,13,8,10,1,10,191,136,192,146,0.1,18.0,0.387851,0
004354,train,0.203575,13,9,37,4,13,127,145,131,158,0.3077,28.24,0.582909,1.298246
004354,train,0.203575,13,10,66,3,22,138,152,141,174,0.1364,46.0,0.391957,1.571429
004354,train,0.203575,13,11,216,8,46,151,154,159,200,0.1739,98.14,0.281808,1.021277
004354,train,0.203575,13,12,28,2,15,96,160,98,175,0.1333,28.83,0.423376,2.153846
004354,train,0.203575,13,13,29,2,15,170,173,172,188,0.1333,29.41,0.421205,2.148148
004370,train,0.21025,3,1,3273,21,199,29,1,50,200,0.1055,561.56,0.130428,0.956598
004370,train,0.21025,3,2,4165,64,104,126,38,190,142,0.6154,281.52,0.66039,0.946161
004370,train,0.21025,3,3,972,29,43,83,134,112,177,0.6744,121.84,0.822796,1.023158
004368,train,0.20715,5,1,1890,14,199,116,1,130,200,0.0704,416.73,0.136762,1.018319
004368,train,0.20715,5,2,1593,11,200,128,0,139,200,0.055,413.9,0.116852,1.026087
004368,train,0.20715,5,3,547,28,28,3,6,31,34,1.0,88.08,0.885952,1.031103
004368,train,0.20715,5,4,3528,75,93,11,55,86,148,0.8065,333.66,0.398217,0.753685
004368,train,0.20715,5,5,728,34,38,18,161,52,199,0.8947,123.15,0.603173,0.896
004371,train,0.2442,4,1,1992,13,200,154,0,167,200,0.065,417.9,0.143336,1.02285
004371,train,0.2442,4,2,1485,11,198,165,1,176,199,0.0556,409.9,0.111066,1.026616
004371,train,0.2442,4,3,4536,70,105,67,12,137,117,0.6667,294.84,0.655727,0.939033
004371,train,0.2442,4,4,1755,34,137,16,57,50,194,0.2482,344.41,0.185925,0.597447
004373,train,0.28945,6,1,1171,21,200,22,0,43,200,0.105,479.74,0.063937,0.696402
004373,train,0.28945,6,2,1579,35,56,165,1,200,57,0.625,161.01,0.765375,1.030007
004373,train,0.28945,6,3,64,4,26,50,2,54,28,0.1538,53.66,0.279344,1.242718
004373,train,0.28945,6,4,8000,119,198,81,2,200,200,0.601,748.52,0.179431,0.473401
004373,train,0.28945,6,5,645,16,151,34,43,50,194,0.106,313.6,0.082418,0.973585
004373,train,0.28945,6,6,119,5,47,36,44,41,91,0.1064,95.31,0.164606,1.138756
004378,train,0.126875,2,1,628,8,130,151,1,159,131,0.0615,268.38,0.10956,0.93106
004378,train,0.126875,2,2,4447,70,105,6,38,76,143,0.6667,294.25,0.645423,0.950417
004374,train,0.23995,7,1,968,21,199,18,1,39,200,0.1055,419.25,0.069204,0.807676
004374,train,0.23995,7,2,5877,54,188,74,12,128,200,0.2872,466.92,0.338753,0.764836
004374,train,0.23995,7,3,2044,55,62,145,32,200,94,0.8871,197.2,0.660533,0.967803
004374,train,0.23995,7,4,81,5,27,41,80,46,107,0.1852,57.66,0.306191,1.157143
004374,train,0.23995,7,5,63,10,13,140,101,150,114,0.7692,33.8,0.693016,1.155963
004374,train,0.23995,7,6,210,8,67,25,120,33,187,0.1194,138.38,0.137801,1.079692
004374,train,0.23995,7,7,355,11,80,31,120,42,200,0.1375,169.21,0.155801,1.048744
004372,train,0.17095,7,1,88,7,15,156,1,163,16,0.4667,38.24,0.756131,1.189189
004372,train,0.17095,7,2,8,1,8,172,0,173,8,0.125,14.0,0.512913,0
004372,train,0.17095,7,3,1205,16,179,142,21,158,200,0.0894,468.91,0.068868,0.777419
004372,train,0.17095,7,4,107,5,52,157,21,162,73,0.0962,105.31,0.121234,1.132275
004372,train,0.17095,7,5,638,16,152,155,21,171,173,0.1053,314.43,0.081095,1.012698
004372,train,0.17095,7,6,4726,70,109,20,37,90,146,0.6422,305.42,0.636656,0.940217
004372,train,0.17095,7,7,66,6,12,177,127,183,139,0.5,31.41,0.84043,1.269231
004377,train,0.2864,5,1,10522,126,199,1,1,127,200,0.6332,714.33,0.259123,0.632066
004377,train,0.2864,5,2,49,3,17,193,0,196,17,0.1765,35.41,0.490965,1.580645
004377,train,0.2864,5,3,85,6,20,169,30,175,50,0.3,45.66,0.512409,1.118421
004377,train,0.2864,5,4,85,5,29,188,40,193,69,0.1724,61.07,0.28639,1.14094
004377,train,0.2864,5,5,715,13,130,159,70,172,200,0.1,273.21,0.120368,1.028777
004379,train,0.055425,4,1,140,4,37,88,0,92,37,0.1081,76.24,0.302651,1.352657
004379,train,0.055425,4,2,889,7,197,167,2,174,199,0.0355,401.8,0.069198,0.93925
004379,train,0.055425,4,3,150,5,50,106,59,111,109,0.1,103.9,0.174612,1.075269
004379,train,0.055425,4,4,1038,31,43,15,145,46,188,0.7209,123.5,0.855246,1.02266
004376,train,0.0903,7,1,932,31,39,143,10,174,49,0.7949,119.6,0.8188,1.019694
004376,train,0.0903,7,2,74,4,26,93,27,97,53,0.1538,53.66,0.322992,1.233333
004376,train,0.0903,7,3,2092,42,78,142,63,184,141,0.5385,204.95,0.625838,0.90917
004376,train,0.0903,7,4,83,6,22,69,65,75,87,0.2727,49.07,0.433149,1.050633
004376,train,0.0903,7,5,98,5,33,88,73,93,106,0.1515,67.31,0.271787,1.195122
004376,train,0.0903,7,6,165,6,42,65,103,71,145,0.1429,86.73,0.275661,1.157895
004376,train,0.0903,7,7,168,5,47,63,150,68,197,0.1064,95.31,0.232385,1.2
004375,train,0.227325,9,1,1651,43,61,83,1,126,62,0.7049,188.67,0.582848,0.903915
004375,train,0.227325,9,2,873,16,166,160,1,176,167,0.0964,347.36,0.090924,0.963576
004375,train,0.227325,9,3,2823,41,90,0,6,41,96,0.4556,229.2,0.675316,0.990526
004375,train,0.227325,9,4,2219,34,81,0,118,34,199,0.4198,212.67,0.616536,1.007949
004375,train,0.227325,9,5,1199,33,61,76,121,109,182,0.541,157.05,0.610846,0.976782
004375,train,0.227325,9,6,57,4,28,175,130,179,158,0.1429,56.49,0.224499,1.212766
004375,train,0.227325,9,7,112,5,28,157,172,162,200,0.1786,60.83,0.380377,1.191489
004375,train,0.227325,9,8,74,4,25,162,175,166,200,0.16,52.83,0.333201,1.254237
004375,train,0.227325,9,9,85,6,25,170,175,176,200,0.24,55.07,0.352194,1.133333
004380,train,0.127275,5,1,480,11,63,66,1,77,64,0.1746,138.38,0.314974,0.954274
004380,train,0.127275,5,2,3386,42,137,154,1,196,138,0.3066,331.72,0.386675,0.882001
004380,train,0.127275,5,3,483,6,138,2,62,8,200,0.0435,281.07,0.076829,1.075724
004380,train,0.127275,5,4,483,9,97,67,67,76,164,0.0928,202.87,0.147476,0.854111
004380,train,0.127275,5,5,259,15,27,167,150,182,177,0.5556,66.53,0.735385,1.044355
004383,train,0.320675,3,1,1597,199,14,1,16,200,30,14.2143,416.14,0.115886,1.008207
004383,train,0.320675,3,2,1385,198,12,1,28,199,40,16.5,410.73,0.103169,1.006541
004383,train,0.320675,3,3,9845,163,120,21,80,184,200,1.3583,733.61,0.229875,0.642876
004382,train,0.067575,4,1,920,30,39,164,9,194,48,0.7692,114.08,0.888288,1.033708
004382,train,0.067575,4,2,637,172,14,0,91,172,105,12.2857,355.36,0.06339,0.875601
004382,train,0.067575,4,3,62,31,5,169,122,200,127,6.2,63.9,0.190812,1.042017
004382,train,0.067575,4,4,1084,31,44,10,144,41,188,0.7045,126.33,0.8536,1.023124
004381,train,0.121275,4,1,284,105,7,55,8,160,15,15.0,212.97,0.078684,1.04797
004381,train,0.121275,4,2,3708,71,84,64,54,135,138,0.8452,260.55,0.686378,0.954195
004381,train,0.121275,4,3,431,29,24,159,82,188,106,1.2083,84.43,0.759855,0.996532
004381,train,0.121275,4,4,428,123,7,3,167,126,174,17.5714,252.97,0.084045,0.809839
004389,train,0.327575,4,1,9678,156,120,30,6,186,126,1.3,587.67,0.352149,0.75324
004389,train,0.327575,4,2,244,30,15,34,107,64,122,2.0,76.04,0.53027,1.053996
004389,train,0.327575,4,3,1795,199,13,1,150,200,163,15.3077,416.49,0.130039,1.007295
004389,train,0.327575,4,4,1386,200,11,0,162,200,173,18.1818,413.9,0.101668,0.951923
004387,train,0.174575,4,1,3512,67,82,66,6,133,88,0.8171,246.79,0.724595,0.979774
004387,train,0.174575,4,2,488,27,28,160,34,187,62,0.9643,88.67,0.779984,1.008264
004387,train,0.174575,4,3,1598,200,14,0,124,200,138,14.2857,417.56,0.115175,1.00598
004387,train,0.174575,4,4,1385,198,12,1,136,199,148,16.5,410.73,0.103169,1.006175
004386,train,0.204975,4,1,1298,199,12,1,36,200,48,16.5833,412.73,0.095754,1.007764
004386,train,0.204975,4,2,1595,199,13,1,45,200,58,15.3077,415.31,0.116203,1.006944
004386,train,0.204975,4,3,3574,47,108,40,92,87,200,0.4352,276.51,0.587413,0.9499
004386,train,0.204975,4,4,1732,44,56,136,142,180,198,0.7857,162.02,0.829081,1.014348
004385,train,0.082125,7,1,583,119,18,0,35,119,53,6.6111,478.23,0.032034,0.543336
004385,train,0.082125,7,2,392,80,10,120,46,200,56,8.0,170.14,0.170166,1.009009
004385,train,0.082125,7,3,1,1,1,1,48,2,49,1.0,0.0,1256637061.435917,0
004385,train,0.082125,7,4,438,113,13,3,49,116,62,8.6923,233.94,0.100571,0.994325
004385,train,0.082125,7,5,31,28,3,128,61,156,64,9.3333,55.66,0.125758,1.319149
004385,train,0.082125,7,6,906,28,41,9,144,37,185,0.6829,115.25,0.857077,1.030131
004385,train,0.082125,7,7,934,30,39,161,147,191,186,0.7692,114.67,0.892615,1.033186
000001,test,0.018075,5,1,77,5,20,39,10,44,30,0.25,41.31,0.566908,1.262295
000001,test,0.018075,5,2,96,8,20,122,39,130,59,0.4,44.38,0.612369,1.084746
000001,test,0.018075,5,3,278,11,36,119,75,130,111,0.3056,82.38,0.514708,1.047081
000001,test,0.018075,5,4,147,8,29,132,81,140,110,0.2759,62.97,0.465856,1.122137
000001,test,0.018075,5,5,125,8,21,119,116,127,137,0.381,49.31,0.645929,1.106195
004390,train,0.127475,4,1,2542,60,63,47,6,107,69,0.9524,195.72,0.833878,1.011138
004390,train,0.127475,4,2,1307,50,43,149,46,199,89,1.1628,159.64,0.644472,0.924655
004390,train,0.127475,4,3,349,55,11,0,134,55,145,5.0,127.21,0.271001,0.868159
004390,train,0.127475,4,4,901,138,10,61,136,199,146,13.8,291.21,0.13351,0.8842
004388,train,0.165975,4,1,1993,199,15,1,42,200,57,13.2667,419.31,0.142442,1.006566
004388,train,0.165975,4,2,1496,199,12,1,54,200,66,16.5833,413.9,0.109737,1.007407
004388,train,0.165975,4,3,820,28,38,39,104,67,142,0.7368,109.5,0.85944,1.026925
004388,train,0.165975,4,4,2330,65,67,109,126,174,193,0.9701,233.38,0.537576,0.859461
000002,test,0.013025,4,1,83,5,20,30,104,35,124,0.25,42.49,0.577844,1.257576
000002,test,0.013025,4,2,96,7,19,114,134,121,153,0.3684,42.73,0.660781,1.122807
000002,test,0.013025,4,3,223,10,29,111,171,121,200,0.3448,67.56,0.61402,1.101235
000002,test,0.013025,4,4,119,7,24,123,176,130,200,0.2917,53.31,0.526113,1.133333
000007,test,0.0132,4,1,97,20,8,82,62,102,70,2.5,44.97,0.602733,1.083799
000007,test,0.0132,4,2,249,36,10,105,63,141,73,3.6,78.04,0.513756,1.064103
000007,test,0.0132,4,3,65,17,7,161,65,178,72,2.4286,39.31,0.528488,1.048387
000007,test,0.0132,4,4,117,26,7,110,75,136,82,3.7143,56.73,0.45688,1.141463
004384,train,0.13775,12,1,903,187,17,6,13,193,30,11.0,500.81,0.045243,0.704368
004384,train,0.13775,12,2,188,14,20,0,18,14,38,0.7,62.28,0.608991,0.944724
004384,train,0.13775,12,3,1,1,1,12,20,13,21,1.0,0.0,1256637061.435917,0
004384,train,0.13775,12,4,32,16,4,13,24,29,28,4.0,34.24,0.342946,1.122807
004384,train,0.13775,12,5,1,1,1,41,27,42,28,1.0,0.0,1256637061.435917,0
004384,train,0.13775,12,6,1,1,1,125,27,126,28,1.0,0.0,1256637061.435917,0
004384,train,0.13775,12,7,390,146,14,43,28,189,42,10.4286,300.77,0.054176,0.848749
004384,train,0.13775,12,8,87,51,5,129,28,180,33,10.2,103.31,0.102427,1.2
004384,train,0.13775,12,9,1,1,1,184,33,185,34,1.0,0.0,1256637061.435917,0
004384,train,0.13775,12,10,50,21,4,67,50,88,54,5.25,42.49,0.348099,1.282051
004384,train,0.13775,12,11,3322,64,83,67,106,131,189,0.7711,244.89,0.696068,0.971061
004384,train,0.13775,12,12,534,28,29,160,133,188,162,0.9655,94.43,0.7526,0.98524
000005,test,0.015325,4,1,99,7,20,148,15,155,35,0.35,44.73,0.621853,1.137931
000005,test,0.015325,4,2,264,10,35,146,53,156,88,0.2857,77.21,0.556456,1.079755
000005,test,0.015325,4,3,138,7,26,158,58,165,84,0.2692,57.31,0.527925,1.140496
000005,test,0.015325,4,4,112,8,20,145,92,153,112,0.4,47.56,0.622316,1.087379
000003,test,0.0164,5,1,94,7,19,27,19,34,38,0.3684,41.56,0.684011,1.146341
000003,test,0.0164,5,2,268,10,36,24,57,34,93,0.2778,80.38,0.521191,1.074148
000003,test,0.0164,5,3,123,7,25,36,63,43,88,0.28,54.14,0.527284,1.144186
000003,test,0.0164,5,4,112,8,20,23,96,31,116,0.4,46.73,0.644577,1.114428
000003,test,0.0164,5,5,59,5,16,29,156,34,172,0.3125,35.07,0.602787,1.255319
000006,test,0.0147,5,1,68,19,6,180,88,199,94,3.1667,42.49,0.473415,1.096774
000006,test,0.0147,5,2,93,19,7,76,169,95,176,2.7143,43.31,0.622934,1.127273
000006,test,0.0147,5,3,251,35,10,99,170,134,180,3.5,77.8,0.521118,1.070362
000006,test,0.0147,5,4,69,17,6,153,173,170,179,2.8333,39.07,0.568,1.121951
000006,test,0.0147,5,5,107,25,7,104,182,129,189,3.5714,52.97,0.479208,1.132275
000008,test,0.013575,5,1,103,23,7,74,140,97,147,3.2857,51.9,0.48053,1.144444
000008,test,0.013575,5,2,35,10,7,125,144,135,151,1.4286,24.73,0.719288,1.166667
000008,test,0.013575,5,3,74,17,6,32,149,49,155,2.8333,37.9,0.647403,1.184
000008,test,0.013575,5,4,224,36,9,68,149,104,158,4.0,78.38,0.458136,1.087379
000008,test,0.013575,5,5,107,21,7,106,152,127,159,3.0,46.14,0.631536,1.144385
000004,test,0.019775,6,1,271,11,37,97,7,108,44,0.2973,81.46,0.513257,1.064833
000004,test,0.019775,6,2,123,8,26,110,12,118,38,0.3077,56.97,0.476227,1.118182
000004,test,0.019775,6,3,113,8,20,98,46,106,66,0.4,45.56,0.684212,1.158974
000004,test,0.019775,6,4,55,8,12,106,61,114,73,0.6667,30.14,0.760719,1.145833
000004,test,0.019775,6,5,168,5,46,97,86,102,132,0.1087,95.07,0.233573,1.146758
000004,test,0.019775,6,6,61,5,16,103,106,108,122,0.3125,35.07,0.62322,1.270833
000013,test,0.0958,2,1,2491,26,200,63,0,89,200,0.13,446.81,0.156796,0.718903
000013,test,0.0958,2,2,1341,26,74,113,126,139,200,0.3514,199.25,0.424445,0.894596
000009,test,0.010575,4,1,89,20,7,0,69,20,76,2.8571,46.49,0.51757,1.119497
000009,test,0.010575,4,2,167,23,10,0,78,23,88,2.3,56.73,0.652128,1.080906
000009,test,0.010575,4,3,61,18,4,84,78,102,82,4.5,38.83,0.50844,1.340659
000009,test,0.010575,4,4,106,20,7,26,81,46,88,2.8571,45.31,0.648719,1.191011
000011,test,0.02845,3,1,309,12,45,49,58,61,103,0.2667,102.04,0.372918,0.914201
000011,test,0.02845,3,2,497,15,51,45,122,60,173,0.2941,114.77,0.474147,1.022634
000011,test,0.02845,3,3,332,11,46,67,154,78,200,0.2391,104.38,0.38289,1.007587
000016,test,0.08235,2,1,1937,20,186,123,0,143,186,0.1075,400.57,0.1517,0.81455
000016,test,0.08235,2,2,1357,24,97,170,0,194,97,0.2474,227.5,0.329486,0.823672
000015,test,0.1237,2,1,2617,25,189,46,0,71,189,0.1323,408.61,0.196968,0.847611
000015,test,0.1237,2,2,2331,27,129,98,59,125,188,0.2093,301.78,0.321637,0.905243
000012,test,0.0687,4,1,400,13,45,152,8,165,53,0.2889,98.53,0.517798,1.032258
000012,test,0.0687,4,2,315,14,35,96,42,110,77,0.4,81.11,0.601648,1.02107
000012,test,0.0687,4,3,467,13,54,172,45,185,99,0.2407,120.28,0.40561,1.008639
000012,test,0.0687,4,4,1566,26,79,28,121,54,200,0.3291,213.64,0.43116,0.879035
000014,test,0.031,3,1,223,10,32,12,30,22,62,0.3125,72.38,0.534836,1.082524
000014,test,0.031,3,2,416,12,47,8,81,20,128,0.2553,104.63,0.477543,1.065301
000014,test,0.031,3,3,601,15,60,26,116,41,176,0.25,132.77,0.428437,1.009236
000017,test,0.045575,3,1,1385,19,112,19,88,38,200,0.1696,245.36,0.289114,0.947009
000017,test,0.045575,3,2,251,11,29,138,94,149,123,0.3793,67.21,0.698191,1.084233
000017,test,0.045575,3,3,187,8,29,123,171,131,200,0.2759,64.73,0.560878,1.11976
000010,test,0.01765,5,1,102,7,20,72,29,79,49,0.35,45.9,0.608407,1.207101
000010,test,0.01765,5,2,266,11,34,68,52,79,86,0.3235,77.21,0.560671,1.061876
000010,test,0.01765,5,3,152,8,29,59,54,67,83,0.2759,63.56,0.472863,1.070423
000010,test,0.01765,5,4,96,8,20,69,105,77,125,0.4,45.56,0.581277,1.072626
000010,test,0.01765,5,5,90,5,22,155,132,160,154,0.2273,47.07,0.51044,1.25
