image_id,split,area,width,height,size_category
000010,test,96,8,20,small
000010,test,90,5,22,small
000012,test,400,13,45,small
000012,test,315,14,35,small
000012,test,467,13,54,small
000012,test,1566,26,79,medium
000013,test,2491,26,200,medium
000013,test,1341,26,74,medium
000009,test,89,20,7,small
000009,test,167,23,10,small
000009,test,61,18,4,small
000009,test,106,20,7,small
000018,test,1155,23,73,medium
000018,test,1305,17,129,medium
000018,test,364,10,50,small
000015,test,2617,25,189,medium
000015,test,2331,27,129,medium
000016,test,1937,20,186,medium
000016,test,1357,24,97,medium
000017,test,1385,19,112,medium
000017,test,251,11,29,small
000017,test,187,8,29,small
000019,test,1398,19,110,medium
000021,test,3599,29,194,medium
000021,test,4960,37,200,medium
000021,test,634,19,46,small
000020,test,3072,36,200,medium
000020,test,539,17,42,small
000025,test,2009,28,143,medium
000025,test,180,12,19,small
000025,test,1799,38,81,medium
000025,test,1597,30,75,medium
000025,test,170,9,25,small
000027,test,516,13,64,small
000027,test,401,10,56,small
000028,test,1048,19,79,medium
000028,test,1091,24,77,medium
000028,test,375,17,30,small
000022,test,3048,41,151,medium
000022,test,253,12,30,small
000022,test,1770,24,141,medium
000022,test,1063,31,44,medium
000024,test,1555,30,73,medium
000024,test,464,13,44,small
000024,test,917,19,56,small
000024,test,601,17,48,small
000023,test,284,9,41,small
000023,test,3958,49,167,medium
000034,test,1301,19,102,medium
000026,test,263,10,31,small
000026,test,91,6,20,small
000026,test,224,8,38,small
000026,test,364,11,48,small
000031,test,611,20,55,small
000031,test,1255,25,80,medium
000031,test,481,14,55,small
000029,test,2891,30,187,medium
000029,test,2186,38,144,medium
000032,test,3307,25,200,medium
000036,test,10273,65,200,large
000036,test,487,14,56,small
000030,test,9935,78,200,large
000033,test,3389,27,200,medium
000037,test,8630,49,200,medium
000037,test,4923,41,200,medium
000037,test,470,14,49,small
000038,test,6568,53,200,medium
000038,test,2450,30,124,medium
000038,test,531,23,34,small
000042,test,397,12,67,small
000040,test,385,11,50,small
000040,test,1603,21,154,medium
000044,test,1026,21,90,medium
000044,test,194,9,27,small
000044,test,1038,22,79,medium
000044,test,304,12,41,small
000035,test,4619,34,200,medium
000035,test,331,10,47,small
000035,test,423,12,48,small
000035,test,655,19,48,small
000039,test,1498,22,95,medium
000039,test,817,17,72,small
000039,test,545,13,53,small
000039,test,333,14,36,small
000043,test,154,9,23,small
000043,test,1053,23,76,medium
000041,test,2374,41,87,medium
000041,test,302,12,32,small
000041,test,1476,28,102,medium
000045,test,336,13,39,small
000045,test,338,12,37,small
000045,test,526,14,58,small
000045,test,210,9,28,small
000046,test,1568,18,155,medium
000046,test,1804,30,115,medium
000046,test,671,17,57,small
000048,test,1248,26,93,medium
000048,test,708,17,62,small
000048,test,1734,27,102,medium
000048,test,358,15,39,small
000053,test,759,17,67,small
000053,test,555,18,44,small
000047,test,332,14,34,small
000047,test,1420,30,105,medium
000047,test,670,16,68,small
000047,test,1836,27,102,medium
000047,test,172,12,21,small
000052,test,1960,32,127,medium
000052,test,287,17,23,small
000050,test,1636,27,99,medium
000050,test,1603,20,122,medium
000049,test,1803,29,105,medium
000049,test,542,15,59,small
000049,test,196,13,20,small
000055,test,290,9,39,small
000055,test,2182,30,169,medium
000057,test,679,17,67,small
000051,test,2183,36,134,medium
000054,test,566,19,41,small
000054,test,364,10,45,small
000054,test,802,23,73,small
000059,test,878,21,73,small
000059,test,709,18,69,small
000058,test,611,15,66,small
000056,test,303,11,37,small
000056,test,2115,29,170,medium
000060,test,681,18,62,small
000060,test,230,9,47,small
000060,test,226,9,38,small
000061,test,1238,28,66,medium
000061,test,1045,25,68,medium
000061,test,979,25,87,small
000062,test,722,16,69,small
000062,test,255,9,51,small
000062,test,204,11,31,small
000068,test,172,7,45,small
000068,test,151,8,30,small
000064,test,272,10,55,small
000064,test,983,18,98,small
000063,test,309,11,59,small
000063,test,260,9,47,small
000066,test,2205,26,172,medium
000065,test,2210,29,171,medium
000065,test,273,8,46,small
000069,test,172,9,30,small
000069,test,440,11,60,small
000069,test,150,5,35,small
000067,test,766,35,44,small
000067,test,160,6,41,small
000067,test,131,7,26,small
000067,test,233,11,29,small
000070,test,353,12,55,small
000073,test,1580,22,116,medium
000073,test,397,11,57,small
000071,test,139,9,21,small
000071,test,1310,31,67,medium
000072,test,529,13,63,small
000076,test,3074,28,200,medium
000076,test,282,10,41,small
000076,test,143,10,20,small
000076,test,287,11,39,small
000077,test,2274,27,126,medium
000077,test,314,10,43,small
000074,test,773,20,86,small
000074,test,428,12,67,small
000074,test,135,12,18,small
000074,test,1521,20,121,medium
000075,test,2100,23,169,medium
000075,test,122,10,17,small
000075,test,268,11,34,small
000075,test,648,22,46,small
000078,test,532,13,65,small
000078,test,674,23,48,small
000078,test,104,10,15,small
000082,test,929,15,92,small
000082,test,262,10,39,small
000079,test,1331,27,119,medium
000079,test,1289,21,123,medium
000084,test,1064,20,116,medium
000084,test,254,9,45,small
000084,test,348,11,42,small
000084,test,117,7,22,small
000084,test,206,9,40,small
000087,test,566,13,65,small
000087,test,491,12,69,small
000087,test,349,10,44,small
000087,test,119,8,24,small
000087,test,172,7,36,small
000083,test,1236,19,158,medium
000083,test,765,17,86,small
000083,test,396,11,47,small
000085,test,601,14,75,small
000085,test,473,11,67,small
000085,test,329,9,42,small
000085,test,222,9,38,small
000080,test,818,24,47,small
000080,test,1088,26,65,medium
000080,test,2141,34,107,medium
000080,test,227,9,49,small
000081,test,3299,37,194,medium
000081,test,871,16,91,small
000081,test,249,11,40,small
000081,test,226,9,30,small
000086,test,654,16,73,small
000086,test,444,11,67,small
000086,test,380,10,45,small
000088,test,218,8,47,small
000088,test,241,14,44,small
000094,test,752,15,84,small
000094,test,430,14,66,small
000094,test,659,13,80,small
000094,test,109,5,29,small
000094,test,176,10,29,small
000089,test,217,13,42,small
000096,test,996,21,81,small
000091,test,231,8,42,small
000091,test,222,13,43,small
000093,test,231,7,51,small
000093,test,648,13,82,small
000093,test,181,8,32,small
000093,test,394,13,65,small
000095,test,690,14,91,small
000095,test,103,6,28,small
000095,test,163,10,28,small
000095,test,106,6,23,small
000090,test,157,5,39,small
000090,test,455,10,70,small
000092,test,170,11,28,small
000092,test,827,14,108,small
000092,test,242,7,49,small
000097,test,770,13,95,small
000097,test,109,6,24,small
000099,test,9560,65,200,large
000098,test,10022,67,200,large
000100,test,2756,25,199,medium
000100,test,448,13,44,small
000100,test,319,10,35,small
000100,test,191,13,20,small
000100,test,132,10,16,small
000104,test,3726,30,200,medium
000104,test,577,14,77,small
000104,test,536,13,55,small
000105,test,845,23,75,small
000105,test,250,9,34,small
000105,test,201,7,40,small
000105,test,793,24,54,small
000105,test,408,16,39,small
000105,test,450,13,56,small
000105,test,3840,68,108,medium
000101,test,3184,29,200,medium
000101,test,600,14,50,small
000101,test,538,15,45,small
000106,test,1540,16,160,medium
000106,test,3337,29,172,medium
000108,test,788,17,69,small
000108,test,1447,26,75,medium
000103,test,4182,31,200,medium
000103,test,1306,19,129,medium
000103,test,354,13,32,small
000102,test,3234,27,200,medium
000102,test,199,11,25,small
000102,test,611,16,48,small
000109,test,691,15,65,small
000109,test,1833,19,185,medium
000109,test,1453,31,71,medium
000107,test,233,8,50,small
000107,test,418,13,65,small
000111,test,816,17,98,small
000111,test,1625,26,107,medium
000111,test,563,16,64,small
000111,test,469,21,46,small
000111,test,271,11,35,small
000114,test,152,8,25,small
000114,test,622,14,79,small
000114,test,1814,27,117,medium
000115,test,1141,23,72,medium
000115,test,174,9,25,small
000115,test,586,14,83,small
000115,test,1871,28,119,medium
000115,test,563,11,71,small
000113,test,489,14,68,small
000113,test,1792,30,102,medium
000113,test,687,17,77,small
000113,test,1223,26,75,medium
000113,test,520,10,64,small
000118,test,655,16,73,small
000118,test,514,10,76,small
000118,test,169,9,31,small
000118,test,477,12,59,small
000119,test,706,17,73,small
000119,test,2111,28,146,medium
000119,test,575,12,72,small
000119,test,495,13,57,small
000110,test,1768,24,108,medium
000110,test,370,15,39,small
000117,test,2031,29,139,medium
000117,test,259,10,34,small
000117,test,221,8,36,small
000112,test,1418,21,136,medium
000116,test,648,14,71,small
000116,test,1999,27,150,medium
000116,test,482,9,71,small
000116,test,310,14,32,small
000125,test,99,7,20,small
000125,test,329,9,51,small
000125,test,207,9,33,small
000124,test,441,13,49,small
000124,test,164,5,41,small
000124,test,471,10,70,small
000124,test,342,10,43,small
000124,test,293,9,53,small
000122,test,3375,36,194,medium
000122,test,904,16,92,small
000122,test,50,5,15,small
000122,test,170,6,42,small
000122,test,235,11,40,small
000122,test,41,4,11,small
000122,test,250,10,30,small
000121,test,3127,35,159,medium
000126,test,187,6,37,small
000126,test,156,8,31,small
000129,test,111,9,19,small
000129,test,1340,24,108,medium
000129,test,426,14,37,small
000127,test,167,12,23,small
000127,test,1475,28,93,medium
000130,test,601,12,77,small
000130,test,355,10,42,small
000130,test,153,8,26,small
000130,test,301,11,52,small
000120,test,488,17,49,small
000120,test,443,12,59,small
000120,test,194,8,33,small
000120,test,1474,27,91,medium
000120,test,140,10,19,small
000120,test,499,17,53,small
000128,test,217,13,27,small
000128,test,1426,25,105,medium
000123,test,809,18,73,small
000123,test,42,4,14,small
000123,test,178,5,45,small
000123,test,409,11,57,small
000123,test,39,4,12,small
000132,test,1742,16,173,medium
000133,test,6015,48,200,medium
000133,test,3911,48,177,medium
000131,test,4266,45,200,medium
000131,test,597,16,46,small
000136,test,168,9,31,small
000137,test,176,10,29,small
000135,test,1512,22,140,medium
000134,test,864,18,82,small
000134,test,3179,49,112,medium
000139,test,202,8,39,small
000139,test,51,6,12,small
000139,test,256,10,36,small
000139,test,86,5,19,small
000138,test,200,7,38,small
000138,test,55,6,12,small
000141,test,235,10,32,small
000141,test,54,4,15,small
000141,test,101,8,16,small
000141,test,144,9,23,small
000140,test,200,7,38,small
000140,test,55,6,12,small
000140,test,257,11,38,small
000140,test,67,5,15,small
000140,test,103,8,16,small
000143,test,88,6,18,small
000143,test,332,13,49,small
000143,test,111,9,19,small
000143,test,107,7,21,small
000142,test,69,8,13,small
000142,test,130,8,33,small
000145,test,419,11,52,small
000145,test,799,19,70,small
000145,test,228,10,31,small
000147,test,452,11,54,small
000147,test,837,19,74,small
000147,test,205,11,26,small
000147,test,464,15,51,small
000146,test,474,12,54,small
000146,test,862,19,74,small
000146,test,227,12,27,small
000146,test,401,14,47,small
000148,test,845,18,72,small
000148,test,208,10,27,small
000148,test,450,14,52,small
000150,test,449,14,52,small
000150,test,225,7,38,small
000150,test,788,15,104,small
000150,test,368,15,53,small
000144,test,103,7,19,small
000144,test,361,14,48,small
000144,test,102,8,20,small
000144,test,109,7,20,small
000149,test,432,14,51,small
000149,test,130,8,26,small
000151,test,408,14,49,small
000151,test,217,8,38,small
000151,test,771,14,105,small
000151,test,340,13,50,small
000151,test,3075,37,132,medium
000151,test,114,7,23,small
000151,test,179,6,40,small
000155,test,960,16,91,small
000155,test,852,19,82,small
000152,test,5081,56,183,medium
000152,test,119,6,24,small
000152,test,176,7,40,small
000152,test,110,6,28,small
000152,test,208,8,38,small
000158,test,631,14,75,small
000153,test,7129,59,200,medium
000156,test,169,9,23,small
000156,test,567,15,54,small
000156,test,1262,22,135,medium
000157,test,254,11,33,small
000157,test,104,8,18,small
000157,test,579,15,68,small
000154,test,2955,32,140,medium
000154,test,858,17,83,small
000159,test,3427,29,199,medium
000159,test,218,8,41,small
000159,test,405,13,44,small
000161,test,7035,71,200,medium
000161,test,413,12,48,small
000163,test,396,13,47,small
000163,test,209,8,38,small
000163,test,772,12,99,small
000163,test,2748,38,126,medium
000163,test,318,9,49,small
000163,test,139,7,25,small
000163,test,120,7,27,small
000163,test,137,6,33,small
000162,test,408,15,45,small
000162,test,198,6,37,small
000162,test,806,16,101,small
000162,test,2641,36,126,medium
000162,test,340,12,50,small
000162,test,117,6,23,small
000162,test,206,8,42,small
000162,test,117,6,29,small
000160,test,1131,14,147,medium
000160,test,1892,25,123,medium
000164,test,198,11,24,small
000164,test,5972,49,199,medium
000164,test,493,12,65,small
000166,test,190,7,37,small
000166,test,997,19,80,small
000166,test,900,20,82,small
000166,test,147,8,24,small
000171,test,1708,24,112,medium
000171,test,177,8,33,small
000168,test,4171,42,200,medium
000168,test,121,6,23,small
000168,test,196,6,41,small
000169,test,713,13,100,small
000172,test,165,8,32,small
000172,test,853,11,124,small
000170,test,2613,37,187,medium
000165,test,5825,51,198,medium
000165,test,852,13,78,small
000167,test,979,19,90,small
000167,test,410,11,45,small
000167,test,1061,20,116,medium
000173,test,782,12,121,small
000173,test,94,7,18,small
000177,test,763,11,104,small
000174,test,377,10,50,small
000174,test,217,15,31,small
000178,test,403,10,52,small
000178,test,293,12,39,small
000175,test,104,5,24,small
000175,test,412,10,54,small
000175,test,431,16,43,small
000175,test,172,12,21,small
000179,test,122,7,24,small
000179,test,138,7,25,small
000176,test,466,12,55,small
000176,test,821,19,74,small
000176,test,207,10,28,small
000176,test,366,12,51,small
000180,test,773,12,101,small
000181,test,1583,15,200,medium
000181,test,424,11,57,small
000181,test,130,7,22,small
000183,test,2026,35,106,medium
000182,test,2025,22,200,medium
000182,test,615,16,64,small
000184,test,3335,27,184,medium
000186,test,1208,23,78,medium
000186,test,438,10,65,small
000187,test,966,13,127,small
000185,test,3016,28,177,medium
000189,test,551,14,61,small
000189,test,129,7,30,small
000189,test,136,7,30,small
000192,test,661,17,61,small
000192,test,506,13,56,small
000192,test,1591,23,108,medium
000192,test,394,8,57,small
000191,test,132,5,33,small
000191,test,2567,26,160,medium
000191,test,2360,22,141,medium
000188,test,905,13,127,small
000190,test,3593,28,186,medium
000190,test,125,6,31,small
000190,test,2643,29,153,medium
000193,test,199,10,28,small
000193,test,895,17,96,small
000193,test,1514,21,105,medium
000198,test,5456,42,200,medium
000198,test,212,8,44,small
000198,test,218,7,40,small
000198,test,270,10,46,small
000196,test,297,11,31,small
000196,test,1125,13,138,medium
000194,test,296,11,46,small
000194,test,619,14,80,small
000197,test,4957,40,175,medium
000195,test,975,18,84,small
000199,test,4173,39,200,medium
000201,test,6968,83,189,medium
000200,test,4620,38,200,medium
000202,test,15595,142,194,large
000202,test,1129,51,30,medium
000203,test,2125,30,87,medium
000203,test,8800,120,190,medium
000203,test,3367,43,98,medium
000208,test,710,27,35,small
000208,test,3755,72,83,medium
000207,test,15933,99,200,large
000205,test,15601,140,200,large
000205,test,2108,84,38,medium
000204,test,1765,48,51,medium
000204,test,2163,47,70,medium
000206,test,19616,182,199,large
000209,test,396,28,28,small
000209,test,3470,61,80,medium
000210,test,4962,60,124,medium
000210,test,1223,34,46,medium
000215,test,6509,50,200,medium
000213,test,6466,57,184,medium
000211,test,3252,39,122,medium
000211,test,3212,50,81,medium
000212,test,2273,49,64,medium
000212,test,2665,72,58,medium
000212,test,1209,33,48,medium
000217,test,6450,71,128,medium
000217,test,2011,43,70,medium
000217,test,2751,57,66,medium
000216,test,6790,54,200,medium
000216,test,1703,53,51,medium
000219,test,17137,173,200,large
000218,test,8695,73,200,medium
000218,test,1879,53,51,medium
000223,test,9489,85,200,large
000221,test,15160,151,200,large
000224,test,1583,40,59,medium
000224,test,4030,38,168,medium
000224,test,998,42,38,small
000214,test,2834,79,77,medium
000222,test,8245,76,200,medium
000222,test,1686,44,53,medium
000220,test,7762,66,193,medium
000232,test,7667,130,110,medium
000228,test,1749,50,54,medium
000228,test,6262,84,109,medium
000228,test,2889,80,53,medium
000227,test,8004,95,169,medium
000227,test,96,12,10,small
000227,test,1571,59,39,medium
000227,test,199,16,27,small
000230,test,9746,102,153,large
000226,test,13950,191,139,large
000226,test,1583,40,64,medium
000226,test,1019,40,38,small
000226,test,112,13,11,small
000233,test,3527,58,86,medium
000225,test,2102,80,38,medium
000225,test,888,51,45,small
000225,test,94,15,15,small
000225,test,4830,77,125,medium
000231,test,5578,79,119,medium
000229,test,5513,75,94,medium
000229,test,2892,57,78,medium
000234,test,1416,40,58,medium
000234,test,875,29,44,small
000235,test,1429,41,57,medium
000235,test,1031,39,48,medium
000235,test,2943,50,93,medium
000240,test,1764,36,74,medium
000240,test,310,26,22,small
000240,test,2239,66,53,medium
000237,test,82,10,15,small
000237,test,67,17,10,small
000237,test,182,26,15,small
000237,test,1339,55,40,medium
000238,test,8195,68,200,medium
000238,test,233,21,22,small
000238,test,101,20,13,small
000238,test,188,27,16,small
000238,test,1394,55,44,medium
000241,test,622,35,34,small
000241,test,508,31,30,small
000241,test,2207,46,70,medium
000236,test,8053,53,195,medium
000236,test,336,33,19,small
000236,test,1214,51,34,medium
000244,test,90,13,11,small
000244,test,268,24,20,small
000244,test,2216,66,54,medium
000245,test,3829,43,146,medium
000245,test,744,28,47,small
000245,test,1038,35,38,medium
000239,test,1168,36,41,medium
000248,test,425,31,20,small
000248,test,2808,51,82,medium
000243,test,5432,69,160,medium
000251,test,2947,64,81,medium
000251,test,813,38,36,small
000242,test,1192,27,60,medium
000242,test,5104,77,116,medium
000249,test,1739,42,57,medium
000249,test,5204,59,128,medium
000249,test,1831,46,51,medium
000246,test,6926,69,197,medium
000246,test,904,26,49,small
000250,test,241,38,9,small
000250,test,1582,37,57,medium
000250,test,1470,34,55,medium
000247,test,8954,169,106,medium
000247,test,1481,35,58,medium
000252,test,6514,100,179,medium
000257,test,91,10,12,small
000257,test,2758,39,120,medium
000257,test,1247,46,41,medium
000253,test,1493,37,52,medium
000253,test,2882,61,80,medium
000253,test,4054,70,97,medium
000254,test,3401,57,103,medium
000256,test,110,21,10,small
000256,test,861,53,29,small
000256,test,1341,34,57,medium
000256,test,380,22,23,small
000256,test,478,26,29,small
000258,test,2160,34,96,medium
000258,test,1303,41,57,medium
000258,test,1102,39,41,medium
000258,test,1664,41,62,medium
000255,test,4880,65,134,medium
000255,test,1076,37,43,medium
000259,test,2878,40,118,medium
000259,test,2154,52,58,medium
000262,test,1203,26,65,medium
000261,test,1939,44,67,medium
000261,test,94,13,13,small
000263,test,1555,42,60,medium
000264,test,1068,60,35,medium
000260,test,6690,63,200,medium
000260,test,1063,33,42,medium
000265,test,4266,81,77,medium
000266,test,899,28,45,small
000266,test,2275,62,74,medium
000273,test,650,29,29,small
000273,test,354,20,23,small
000273,test,1098,59,38,medium
000273,test,906,39,44,small
000267,test,1780,35,77,medium
000267,test,2441,67,74,medium
000267,test,532,25,30,small
000271,test,1504,35,49,medium
000271,test,1480,48,58,medium
000271,test,5082,79,113,medium
000269,test,1875,48,53,medium
000269,test,1804,48,49,medium
000275,test,2410,54,86,medium
000275,test,2128,46,69,medium
000274,test,3597,67,140,medium
000274,test,236,27,18,small
000274,test,1749,37,83,medium
000276,test,3956,49,117,medium
000270,test,6467,95,128,medium
000278,test,3751,45,152,medium
000278,test,1247,39,56,medium
000272,test,976,38,38,small
000272,test,1570,40,61,medium
000268,test,1099,39,41,medium
000268,test,1741,33,78,medium
000268,test,530,26,30,small
000280,test,3894,47,153,medium
000277,test,810,33,38,small
000277,test,531,28,28,small
000277,test,2004,56,45,medium
000279,test,1205,40,42,medium
000279,test,4349,82,93,medium
000279,test,864,32,36,small
000283,test,708,24,45,small
000283,test,3713,47,139,medium
000284,test,6447,56,188,medium
000284,test,2239,59,65,medium
000282,test,3433,67,93,medium
000286,test,7240,107,121,medium
000288,test,6686,174,106,medium
000288,test,3016,87,62,medium
000281,test,1047,39,38,medium
000281,test,958,33,48,small
000281,test,2893,49,92,medium
000281,test,1362,41,66,medium
000281,test,877,32,40,small
000285,test,3205,51,80,medium
000285,test,1506,44,55,medium
000290,test,9857,140,193,large
000290,test,2279,45,77,medium
000287,test,3216,81,57,medium
000287,test,2740,89,72,medium
000287,test,2541,86,60,medium
000289,test,295,14,31,small
000289,test,5899,167,107,medium
000289,test,3729,89,89,medium
000294,test,1401,34,53,medium
000292,test,1047,18,66,medium
000292,test,382,39,14,small
000292,test,288,34,13,small
000292,test,3433,66,85,medium
000292,test,4368,49,124,medium
000292,test,1512,44,62,medium
000293,test,4879,75,131,medium
000293,test,2332,32,81,medium
000293,test,2040,42,77,medium
000293,test,3122,42,92,medium
000293,test,2016,47,64,medium
000291,test,907,53,23,small
000291,test,3695,48,122,medium
000291,test,1994,41,74,medium
000291,test,841,17,72,small
000296,test,5244,69,113,medium
000297,test,5405,59,143,medium
000299,test,2361,79,55,medium
000299,test,7020,55,200,medium
000299,test,2031,44,64,medium
000295,test,3831,84,100,medium
000295,test,848,20,61,small
000298,test,11356,161,129,large
000300,test,4125,56,112,medium
000300,test,677,17,49,small
000300,test,2030,41,61,medium
000303,test,4843,58,150,medium
000302,test,3198,71,78,medium
000302,test,1073,33,42,medium
000301,test,3188,49,93,medium
000301,test,2365,54,55,medium
000301,test,3176,44,106,medium
000304,test,1668,38,70,medium
000304,test,2150,41,101,medium
000304,test,576,26,33,small
000304,test,1713,49,63,medium
000307,test,312,29,15,small
000307,test,3559,56,112,medium
000306,test,1768,40,69,medium
000309,test,4654,58,143,medium
000309,test,651,26,35,small
000313,test,1181,43,36,medium
000313,test,4641,78,95,medium
000308,test,12936,172,123,large
000308,test,1952,44,58,medium
000310,test,4837,76,96,medium
000310,test,999,36,48,small
000311,test,6671,61,178,medium
000311,test,1791,45,52,medium
000314,test,6015,92,117,medium
000314,test,2082,55,91,medium
000314,test,1942,41,59,medium
000314,test,1748,44,70,medium
000305,test,3019,47,91,medium
000305,test,2352,54,54,medium
000305,test,3140,45,107,medium
000318,test,12889,109,191,large
000318,test,3350,84,70,medium
000316,test,726,29,31,small
000316,test,6751,68,196,medium
000316,test,7691,76,137,medium
000312,test,1926,39,61,medium
000312,test,7048,72,171,medium
000312,test,1099,42,37,medium
000319,test,8936,88,200,medium
000319,test,1040,35,44,medium
000319,test,6801,99,113,medium
000315,test,1135,34,54,medium
000315,test,2403,51,91,medium
000315,test,5848,74,109,medium
000320,test,2213,46,72,medium
000320,test,14538,149,200,large
000320,test,408,22,29,small
000317,test,1842,57,48,medium
000317,test,3849,71,78,medium
000322,test,9711,90,184,large
000323,test,9927,89,176,large
000323,test,1567,44,48,medium
000325,test,4630,113,112,medium
000325,test,763,34,36,small
000321,test,6991,63,197,medium
000326,test,5624,57,143,medium
000329,test,1393,28,70,medium
000329,test,639,34,28,small
000330,test,4380,42,169,medium
000330,test,5074,78,107,medium
000324,test,10386,100,183,large
000324,test,4815,94,139,medium
000332,test,3413,40,116,medium
000332,test,7645,77,178,medium
000328,test,229,25,12,small
000328,test,2622,42,109,medium
000328,test,5698,54,145,medium
000328,test,275,19,20,small
000331,test,4276,78,80,medium
000334,test,7242,67,140,medium
000334,test,2342,43,75,medium
000327,test,20421,193,200,large
000327,test,867,45,26,small
000333,test,3527,76,94,medium
000333,test,1156,64,26,medium
000339,test,800,29,46,small
000339,test,4726,72,120,medium
000339,test,1471,56,42,medium
000336,test,8432,56,200,medium
000335,test,2014,41,69,medium
000335,test,242,14,24,small
000341,test,2298,46,72,medium
000341,test,337,23,22,small
000341,test,3730,64,93,medium
000341,test,168,15,16,small
000337,test,10954,162,147,large
000343,test,9806,94,200,large
000338,test,502,34,22,small
000338,test,4991,74,93,medium
000338,test,6503,91,102,medium
000342,test,9984,92,200,large
000342,test,2468,48,78,medium
000342,test,2574,60,73,medium
000342,test,3907,61,94,medium
000340,test,2779,68,54,medium
000340,test,1653,59,44,medium
000340,test,7320,48,181,medium
000340,test,2393,47,77,medium
000340,test,1516,58,45,medium
000344,test,10626,152,135,large
000348,test,9124,79,189,medium
000348,test,2475,46,103,medium
000345,test,8631,69,200,medium
000345,test,7122,81,200,medium
000349,test,1405,35,53,medium
000349,test,10510,93,191,large
000349,test,5264,61,144,medium
000347,test,7215,68,200,medium
000347,test,2318,38,97,medium
000347,test,2068,37,86,medium
000346,test,7237,72,200,medium
000346,test,1383,33,47,medium
000352,test,2972,57,74,medium
000352,test,6674,95,111,medium
000352,test,721,29,41,small
000352,test,1771,52,44,medium
000352,test,1070,32,41,medium
000351,test,12661,125,195,large
000351,test,7865,54,200,medium
000353,test,4860,103,110,medium
000355,test,5497,65,183,medium
000355,test,6438,132,102,medium
000355,test,1800,48,79,medium
000355,test,549,30,32,small
000355,test,2084,41,64,medium
000350,test,6275,68,154,medium
000350,test,7558,61,200,medium
000350,test,1477,50,39,medium
000354,test,2377,52,64,medium
000354,test,1100,33,49,medium
000354,test,568,23,30,small
000356,test,761,31,29,small
000356,test,1820,34,80,medium
000361,test,4584,87,79,medium
000358,test,12104,86,200,large
000358,test,12133,102,200,large
000357,test,2838,40,109,medium
000357,test,13509,109,194,large
000363,test,271,26,15,small
000363,test,1481,43,46,medium
000365,test,733,16,58,small
000365,test,7001,77,136,medium
000365,test,670,20,42,small
000364,test,7386,88,131,medium
000362,test,3500,77,91,medium
000362,test,204,20,13,small
000359,test,1214,41,41,medium
000359,test,196,26,13,small
000359,test,1677,49,58,medium
000360,test,1911,48,65,medium
000368,test,3027,41,104,medium
000368,test,1682,40,66,medium
000368,test,166,18,12,small
000368,test,105,10,15,small
000368,test,200,14,25,small
000369,test,5675,75,149,medium
000369,test,6610,72,165,medium
000371,test,3290,80,81,medium
000371,test,1830,65,44,medium
000371,test,469,30,22,small
000371,test,6332,104,98,medium
000366,test,1383,34,62,medium
000366,test,5820,77,152,medium
000366,test,774,28,47,small
000370,test,6038,87,109,medium
000374,test,8847,75,200,medium
000374,test,9576,68,200,large
000373,test,4328,69,118,medium
000367,test,13363,166,134,large
000372,test,455,24,32,small
000372,test,3843,52,119,medium
000372,test,2375,90,88,medium
000372,test,567,38,35,small
000372,test,808,47,24,small
000376,test,155,16,14,small
000376,test,10765,81,187,large
000375,test,9892,91,200,large
000375,test,9609,120,189,large
000377,test,262,27,15,small
000377,test,10715,152,135,large
000379,test,1926,48,60,medium
000379,test,197,18,20,small
000379,test,8483,114,108,medium
000378,test,7091,84,134,medium
000383,test,13942,158,200,large
000385,test,9293,142,200,large
000385,test,1162,38,48,medium
000380,test,8859,85,200,medium
000386,test,14796,170,200,large
000382,test,4799,72,122,medium
000387,test,9001,117,133,medium
000387,test,223,19,25,small
000387,test,45,9,10,small
000387,test,1785,59,55,medium
000387,test,106,15,11,small
000381,test,2258,56,59,medium
000381,test,1133,23,67,medium
000381,test,2909,56,80,medium
000381,test,1086,36,38,medium
000388,test,4911,66,110,medium
000388,test,7568,64,169,medium
000388,test,113,17,13,small
000388,test,2364,55,63,medium
000384,test,1843,55,54,medium
000384,test,8590,146,123,medium
000390,test,7122,53,199,medium
000390,test,497,20,42,small
000389,test,2304,53,75,medium
000389,test,6184,72,158,medium
000389,test,2649,52,75,medium
000396,test,1814,53,47,medium
000396,test,5076,60,147,medium
000392,test,20533,159,200,large
000393,test,1944,46,67,medium
000393,test,6337,69,161,medium
000393,test,2352,49,71,medium
000395,test,16660,175,200,large
000394,test,12312,127,200,large
000391,test,15223,168,200,large
000391,test,2485,52,75,medium
000398,test,11052,87,200,large
000398,test,258,17,24,small
000398,test,1777,32,89,medium
000401,test,3780,200,33,medium
000404,test,5370,200,36,medium
000399,test,9418,169,123,large
000399,test,1190,42,40,medium
000399,test,918,63,39,small
000405,test,4995,200,30,medium
000403,test,1737,180,23,medium
000397,test,845,56,21,small
000397,test,4025,73,82,medium
000397,test,4770,54,132,medium
000402,test,2607,200,26,medium
000400,test,10395,70,194,large
000400,test,8601,75,164,medium
000406,test,2253,194,23,medium
000410,test,6088,42,200,medium
000409,test,5546,33,200,medium
000408,test,5646,34,200,medium
000412,test,809,8,143,small
000412,test,3829,24,200,medium
000407,test,3762,200,30,medium
000411,test,6106,41,200,medium
000414,test,1841,13,200,medium
000414,test,3809,23,200,medium
000416,test,1119,9,200,medium
000416,test,3541,23,200,medium
000413,test,2067,15,200,medium
000413,test,3871,25,200,medium
000415,test,1560,10,200,medium
